date,index_all_shortage,energy_shortage,food_shortage,industry_shortage,labor_shortage
1928m8,24.64856,4.5505033,9.1010065,5.6881289,5.3089204
1928m9,24.971201,3.8687773,8.792676,6.3307266,5.9790196
1928m10,35.611847,2.3969512,14.381706,13.696863,5.1363239
1928m11,22.979334,2.5133648,8.9763031,6.4629374,5.0267296
1928m12,22.99514,1.9995774,7.6650467,6.6652579,6.6652579
1929m1,20.878775,1.0102633,10.439387,6.7350883,2.6940353
1929m2,38.150501,7.7034669,18.341587,8.43713,3.6683176
1929m3,38.327515,5.0265594,15.079679,15.079679,3.1415997
1929m4,28.755341,4.9014788,3.9211829,14.37767,5.5550094
1929m5,25.023415,1.9755328,9.5484085,9.8776636,3.62181
1929m6,29.710913,2.310849,14.855456,9.2433958,3.3012125
1929m7,53.256783,5.2556033,30.4825,14.365315,3.153362
1929m8,38.257034,2.4345386,26.084343,4.521286,5.2168684
1929m9,43.248032,1.6506883,23.769911,8.5835791,9.2438536
1929m10,39.285332,5.1102872,13.733897,10.220574,10.220574
1929m11,21.698647,3.2876737,11.506859,3.9452083,2.9589064
1929m12,30.34029,6.2557297,14.388178,5.630157,4.0662246
1930m1,29.951656,4.3263507,15.641421,3.9935541,5.9903312
1930m2,26.701899,4.0794568,10.75493,5.5628958,6.304615
1930m3,24.824499,1.2569367,11.626664,5.3419805,6.5989175
1930m4,24.871338,1.7035164,13.287428,4.4291425,5.4512525
1930m5,31.996616,6.467401,14.63675,6.8077908,4.0846744
1930m6,23.60169,6.9416738,9.0241756,5.5533385,2.0825021
1930m7,24.713671,.7488991,17.224678,4.8678441,1.8722477
1930m8,93.256897,4.9483256,74.98616,7.6128078,5.7096062
1930m9,46.841827,1.6435728,32.460564,9.0396509,3.6980391
1930m10,49.852619,1.7309939,29.773092,9.0011683,9.3473663
1930m11,31.900082,3.4674003,16.643522,5.8945804,5.8945804
1930m12,19.970053,2.1396484,7.8453784,4.9925132,4.9925132
1931m1,30.443821,2.914834,12.307076,7.1251493,8.0967607
1931m2,43.411243,4.012804,19.334419,10.21441,9.8496103
1931m3,38.509346,4.4191051,18.623371,8.2069092,7.2599583
1931m4,32.325428,2.7221413,17.693918,6.1248183,5.7845502
1931m5,31.194193,1.9098486,15.915404,6.3661618,7.0027781
1931m6,26.345377,2.0798981,14.559287,4.5064459,5.1997452
1931m7,27.329138,1.7518679,16.81793,4.2044826,4.5548563
1931m8,44.567848,5.6148472,27.372379,4.2111354,7.3694868
1931m9,53.534256,3.9258454,32.477448,8.2085857,8.9223757
1931m10,26.254688,2.9536524,12.142793,4.9227543,6.2354884
1931m11,33.512745,.98566896,18.399153,7.5567951,6.571126
1931m12,28.240206,2.3533504,13.447717,5.7152801,6.7238584
1932m1,16.331375,.32022303,5.4437914,6.0842381,4.4831228
1932m2,23.714073,3.9523458,11.857037,5.3895621,2.5151291
1932m3,18.805899,2.3507373,8.7313099,5.0372939,2.6865568
1932m4,26.21834,1.3799126,14.144104,6.2096071,4.4847159
